URL,Review
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Chicken was DRYYYY
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Delicious food as always and showed up early
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,The order was really late
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Late food ddd
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,I ordered three extra sauces and did not receive
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,I only received half of my food order with no utensils or sauce
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Quick delivery and yummy chicken fingers! 🙂👍🏼
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Thank you so much
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,They sell delicious food
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,"WRONG SODA. Got diet coke instead of regular, ruined my meal"
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,"We didnt get the extra sauce we paid for, we are students please send everything://"
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,"Driver was extremely rude and unprofessional. The food was an hour late, and it was cold when it arrived."
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Son loves it
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Always loved raising cane’s and was always delicious everytime I ordered here. But my recent order didn’t taste great and tasted undercooked. Would still recommend this restaurant but felt that I needed to be honest about my recent order not being satisfying.
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Driver was terrible
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,"The food was good, but the price was a lot higher than normal and we didn't receive one of our items"
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,Restaurant was fine. Order was wrong. Had to order a second time and it was delivered to the wrong house. This was absolutely ridiculous!
https://www.grubhub.com/restaurant/raising-canes-chicken-fingers-207-e-street-davis/3128154,great restaurant but took forever to get my food
